radius_fraction,radius_cm,temperature_k,density_g_cm3,hydrogen_fraction,metal_fraction,opacity_cm2_g,luminosity_erg_s
9.0280892500e-01,6.2833498000e+10,5.7997293500e+05,2.5021575200e-02,7.3736539800e-01,1.7991184000e-02,1.8393652900e+02,3.8514772000e+33
9.0357876900e-01,6.2887077400e+10,5.7472923700e+05,2.4678298200e-02,7.3736539800e-01,1.7991184000e-02,1.8672185800e+02,3.8514771700e+33
9.0434282500e-01,6.2940254000e+10,5.6953340700e+05,2.4339727500e-02,7.3736539800e-01,1.7991184000e-02,1.8955693400e+02,3.8514771400e+33
9.0510112500e-01,6.2993030000e+10,5.6438501100e+05,2.4005809600e-02,7.3736539800e-01,1.7991184000e-02,1.9244340400e+02,3.8514771200e+33
9.0585370400e-01,6.3045407800e+10,5.5928362700e+05,2.3676490000e-02,7.3736539800e-01,1.7991184000e-02,1.9537609600e+02,3.8514771000e+33
9.0660059200e-01,6.3097389600e+10,5.5422883800e+05,2.3351724200e-02,7.3736539800e-01,1.7991184000e-02,1.9835950600e+02,3.8514770700e+33
9.0734182300e-01,6.3148977600e+10,5.4922023700e+05,2.3031459000e-02,7.3736539800e-01,1.7991184000e-02,2.0140046400e+02,3.8514770500e+33
9.0807742800e-01,6.3200174000e+10,5.4425741200e+05,2.2715581600e-02,7.3736539800e-01,1.7991184000e-02,2.0450107200e+02,3.8514770300e+33
9.0880744100e-01,6.3250981300e+10,5.3933994200e+05,2.2404006100e-02,7.3736539800e-01,1.7991184000e-02,2.0766357100e+02,3.8514770100e+33
9.0953189600e-01,6.3301401800e+10,5.3446741000e+05,2.2096685600e-02,7.3736539800e-01,1.7991184000e-02,2.1089039700e+02,3.8514769800e+33
9.1025082700e-01,6.3351437800e+10,5.2963940600e+05,2.1793572400e-02,7.3736539800e-01,1.7991184000e-02,2.1418403700e+02,3.8514769600e+33
9.1096426600e-01,6.3401091600e+10,5.2485552500e+05,2.1494617900e-02,7.3736539800e-01,1.7991184000e-02,2.1754702900e+02,3.8514769400e+33
9.1167224700e-01,6.3450365500e+10,5.2011537100e+05,2.1199773000e-02,7.3736539800e-01,1.7991184000e-02,2.2098196400e+02,3.8514769300e+33
9.1237480200e-01,6.3499261800e+10,5.1541855400e+05,2.0908987700e-02,7.3736539800e-01,1.7991184000e-02,2.2449148300e+02,3.8514769100e+33
9.1307196400e-01,6.3547782700e+10,5.1076468800e+05,2.0622211900e-02,7.3736539800e-01,1.7991184000e-02,2.2807828300e+02,3.8514768900e+33
9.1376376300e-01,6.3595930400e+10,5.0615339600e+05,2.0339394900e-02,7.3736539800e-01,1.7991184000e-02,2.3174511000e+02,3.8514768700e+33
9.1445023300e-01,6.3643707200e+10,5.0158430300e+05,2.0060485900e-02,7.3736539800e-01,1.7991184000e-02,2.3549476700e+02,3.8514768500e+33
9.1513140400e-01,6.3691115200e+10,4.9705703900e+05,1.9785436500e-02,7.3736539800e-01,1.7991184000e-02,2.3931568100e+02,3.8514768400e+33
9.1580731100e-01,6.3738156800e+10,4.9257122300e+05,1.9514088500e-02,7.3736539800e-01,1.7991184000e-02,2.4322233100e+02,3.8514768200e+33
9.1647798700e-01,6.3784834300e+10,4.8812647200e+05,1.9246421500e-02,7.3736539800e-01,1.7991184000e-02,2.4721977900e+02,3.8514768100e+33
9.1714346600e-01,6.3831150200e+10,4.8372240800e+05,1.8982397200e-02,7.3736539800e-01,1.7991184000e-02,2.5131190800e+02,3.8514767900e+33
9.1780378100e-01,6.3877106700e+10,4.7935866000e+05,1.8721976500e-02,7.3736539800e-01,1.7991184000e-02,2.5550279800e+02,3.8514767800e+33
9.1845896600e-01,6.3922706100e+10,4.7503486200e+05,1.8465119200e-02,7.3736539800e-01,1.7991184000e-02,2.5979674000e+02,3.8514767600e+33
9.1910905300e-01,6.3967950700e+10,4.7075065400e+05,1.8211784500e-02,7.3736539800e-01,1.7991184000e-02,2.6419824800e+02,3.8514767500e+33
9.1975407300e-01,6.4012842700e+10,4.6650568100e+05,1.7961930900e-02,7.3736539800e-01,1.7991184000e-02,2.6871207300e+02,3.8514767300e+33
9.2039409400e-01,6.4057386700e+10,4.6229920500e+05,1.7715399100e-02,7.3736539800e-01,1.7991184000e-02,2.7334543300e+02,3.8514767200e+33
9.2072580600e-01,6.4080473100e+10,4.5974221700e+05,1.7567034300e-02,7.3736539800e-01,1.7991184000e-02,2.7623461600e+02,3.8514767100e+33
9.2098731100e-01,6.4098673200e+10,4.5802648700e+05,1.7467138900e-02,7.3736539800e-01,1.7991184000e-02,2.7821395300e+02,3.8514767100e+33
9.2161713700e-01,6.4142507700e+10,4.5389813400e+05,1.7227577700e-02,7.3736539800e-01,1.7991184000e-02,2.8309913200e+02,3.8514767100e+33
9.2224202200e-01,6.4185998400e+10,4.4980764800e+05,1.6991340300e-02,7.3736539800e-01,1.7991184000e-02,2.8811850900e+02,3.8514767100e+33
9.2286199800e-01,6.4229147400e+10,4.4575469100e+05,1.6758329200e-02,7.3736539800e-01,1.7991184000e-02,2.9329088800e+02,3.8514767100e+33
9.2347709800e-01,6.4271956900e+10,4.4173891700e+05,1.6528465700e-02,7.3736539800e-01,1.7991184000e-02,2.9865412400e+02,3.8514767100e+33
9.2408735500e-01,6.4314429500e+10,4.3775997600e+05,1.6301719800e-02,7.3736539800e-01,1.7991184000e-02,3.0417063300e+02,3.8514767100e+33
9.2469280100e-01,6.4356567200e+10,4.3381753000e+05,1.6078060300e-02,7.3736539800e-01,1.7991184000e-02,3.0984539700e+02,3.8514767100e+33
9.2529346900e-01,6.4398372300e+10,4.2991124600e+05,1.5857455000e-02,7.3736539800e-01,1.7991184000e-02,3.1568355900e+02,3.8514767100e+33
9.2588939000e-01,6.4439847100e+10,4.2604079600e+05,1.5639870700e-02,7.3736539800e-01,1.7991184000e-02,3.2169043400e+02,3.8514767100e+33
9.2648059500e-01,6.4480993700e+10,4.2220585800e+05,1.5425273500e-02,7.3736539800e-01,1.7991184000e-02,3.2787151400e+02,3.8514767100e+33
9.2706711600e-01,6.4521814200e+10,4.1840611700e+05,1.5213628700e-02,7.3736539800e-01,1.7991184000e-02,3.3423247100e+02,3.8514767100e+33
9.2764898300e-01,6.4562310900e+10,4.1464126000e+05,1.5004901200e-02,7.3736539800e-01,1.7991184000e-02,3.4077916900e+02,3.8514767100e+33
9.2822622600e-01,6.4602485700e+10,4.1091098100e+05,1.4799055200e-02,7.3736539800e-01,1.7991184000e-02,3.4751766500e+02,3.8514767100e+33
9.2879887600e-01,6.4642340800e+10,4.0721497600e+05,1.4596054800e-02,7.3736539800e-01,1.7991184000e-02,3.5445421800e+02,3.8514767100e+33
9.2936696100e-01,6.4681878300e+10,4.0355294700e+05,1.4395863700e-02,7.3736539800e-01,1.7991184000e-02,3.6159529700e+02,3.8514767100e+33
9.2993051200e-01,6.4721100200e+10,3.9992459700e+05,1.4198469300e-02,7.3736539800e-01,1.7991184000e-02,3.6894784200e+02,3.8514767100e+33
9.3048955900e-01,6.4760008600e+10,3.9632962700e+05,1.4003732000e-02,7.3736539800e-01,1.7991184000e-02,3.7651878900e+02,3.8514767100e+33
9.3104413300e-01,6.4798605800e+10,3.9276771700e+05,1.3811599500e-02,7.3736539800e-01,1.7991184000e-02,3.8431512400e+02,3.8514767100e+33
9.3159426900e-01,6.4836894000e+10,3.8923854800e+05,1.3622050500e-02,7.3736539800e-01,1.7991184000e-02,3.9234316600e+02,3.8514767100e+33
9.3213999800e-01,6.4874875500e+10,3.8574181000e+05,1.3435062500e-02,7.3736539800e-01,1.7991184000e-02,4.0061060100e+02,3.8514767100e+33
9.3268135100e-01,6.4912552500e+10,3.8227720100e+05,1.3250612900e-02,7.3736539800e-01,1.7991184000e-02,4.0912537400e+02,3.8514767100e+33
9.3321835900e-01,6.4949927100e+10,3.7884442500e+05,1.3068687400e-02,7.3736539800e-01,1.7991184000e-02,4.1789581100e+02,3.8514767100e+33
9.3375105300e-01,6.4987001400e+10,3.7544319900e+05,1.2889261900e-02,7.3736539800e-01,1.7991184000e-02,4.2693039300e+02,3.8514767100e+33
9.3427946000e-01,6.5023777400e+10,3.7207324000e+05,1.2712308400e-02,7.3736539800e-01,1.7991184000e-02,4.3623784000e+02,3.8514767100e+33
9.3480361100e-01,6.5060257100e+10,3.6873427500e+05,1.2537798300e-02,7.3736539800e-01,1.7991184000e-02,4.4582715600e+02,3.8514767100e+33
9.3532353400e-01,6.5096442600e+10,3.6542603300e+05,1.2365702300e-02,7.3736539800e-01,1.7991184000e-02,4.5570764100e+02,3.8514767100e+33
9.3583925700e-01,6.5132335800e+10,3.6214824900e+05,1.2195990900e-02,7.3736539800e-01,1.7991184000e-02,4.6588890100e+02,3.8514767100e+33
9.3635080900e-01,6.5167938600e+10,3.5890066200e+05,1.2028634100e-02,7.3736539800e-01,1.7991184000e-02,4.7638086100e+02,3.8514767100e+33
9.3685821700e-01,6.5203253100e+10,3.5568301400e+05,1.1863601500e-02,7.3736539800e-01,1.7991184000e-02,4.8719377900e+02,3.8514767100e+33
9.3736151000e-01,6.5238281200e+10,3.5249505100e+05,1.1700862700e-02,7.3736539800e-01,1.7991184000e-02,4.9833691400e+02,3.8514767100e+33
9.3786071400e-01,6.5273024700e+10,3.4933652200e+05,1.1540387400e-02,7.3736539800e-01,1.7991184000e-02,5.0982199400e+02,3.8514767100e+33
9.3835585800e-01,6.5307485600e+10,3.4620717200e+05,1.1382074600e-02,7.3736539800e-01,1.7991184000e-02,5.2165957500e+02,3.8514767100e+33
9.3884697900e-01,6.5341666500e+10,3.4310673600e+05,1.1225760600e-02,7.3736539800e-01,1.7991184000e-02,5.3385873300e+02,3.8514767100e+33
9.3933410200e-01,6.5375569200e+10,3.4003494700e+05,1.1071654800e-02,7.3736539800e-01,1.7991184000e-02,5.4643634100e+02,3.8514767100e+33
9.3981725700e-01,6.5409195700e+10,3.3699154500e+05,1.0919622900e-02,7.3736539800e-01,1.7991184000e-02,5.5940299800e+02,3.8514767100e+33
9.4029647500e-01,6.5442548200e+10,3.3397626700e+05,1.0769644400e-02,7.3736539800e-01,1.7991184000e-02,5.7277198800e+02,3.8514767100e+33
9.4077178500e-01,6.5475628700e+10,3.3098885400e+05,1.0621698100e-02,7.3736539800e-01,1.7991184000e-02,5.8655708500e+02,3.8514767100e+33
9.4124321500e-01,6.5508439200e+10,3.2802904900e+05,1.0475762600e-02,7.3736539800e-01,1.7991184000e-02,6.0077257400e+02,3.8514767100e+33
9.4171079400e-01,6.5540981700e+10,3.2509659500e+05,1.0331815900e-02,7.3736539800e-01,1.7991184000e-02,6.1543327800e+02,3.8514767100e+33
9.4217455000e-01,6.5573258100e+10,3.2219123600e+05,1.0189835900e-02,7.3736539800e-01,1.7991184000e-02,6.3055457700e+02,3.8514767100e+33
9.4263451200e-01,6.5605270400e+10,3.1931271900e+05,1.0049800200e-02,7.3736539800e-01,1.7991184000e-02,6.4615243700e+02,3.8514767100e+33
9.4309070600e-01,6.5637020500e+10,3.1646078900e+05,9.9116887800e-03,7.3736539800e-01,1.7991184000e-02,6.6224351100e+02,3.8514767100e+33
9.4354316000e-01,6.5668510300e+10,3.1363519700e+05,9.7754881700e-03,7.3736539800e-01,1.7991184000e-02,6.7885806800e+02,3.8514767100e+33
9.4399189900e-01,6.5699741500e+10,3.1083569500e+05,9.6411752100e-03,7.3736539800e-01,1.7991184000e-02,6.9610584200e+02,3.8514767100e+33
9.4443695000e-01,6.5730716100e+10,3.0806203600e+05,9.5087258900e-03,7.3736539800e-01,1.7991184000e-02,7.1333653300e+02,3.8514767100e+33
9.4487833800e-01,6.5761435700e+10,3.0531397300e+05,9.3781162100e-03,7.3736539800e-01,1.7991184000e-02,7.3167893500e+02,3.8514767100e+33
9.4531609000e-01,6.5791902300e+10,3.0259126100e+05,9.2493222800e-03,7.3736539800e-01,1.7991184000e-02,7.5061082100e+02,3.8514767100e+33
9.4575023000e-01,6.5822117500e+10,2.9989365400e+05,9.1223202100e-03,7.3736539800e-01,1.7991184000e-02,7.7015342400e+02,3.8514767100e+33
9.4618078500e-01,6.5852083200e+10,2.9722088900e+05,8.9970499400e-03,7.3736539800e-01,1.7991184000e-02,7.9032760600e+02,3.8514767100e+33
9.4660778300e-01,6.5881801300e+10,2.9457265500e+05,8.8734671700e-03,7.3736539800e-01,1.7991184000e-02,8.1115608200e+02,3.8514767100e+33
9.4703125000e-01,6.5911273600e+10,2.9194866300e+05,8.7515613200e-03,7.3736539800e-01,1.7991184000e-02,8.3266371200e+02,3.8514767100e+33
9.4745121300e-01,6.5940502100e+10,2.8934865800e+05,8.6313192700e-03,7.3736539800e-01,1.7991184000e-02,8.5487602900e+02,3.8514767100e+33
9.4786769900e-01,6.5969488600e+10,2.8677242100e+05,8.5127256800e-03,7.3736539800e-01,1.7991184000e-02,8.7781924600e+02,3.8514767100e+33
9.4828073300e-01,6.5998234900e+10,2.8421976400e+05,8.3957631800e-03,7.3736539800e-01,1.7991184000e-02,9.0152025800e+02,3.8514767100e+33
9.4869034100e-01,6.6026742700e+10,2.8169052600e+05,8.2804126500e-03,7.3736539800e-01,1.7991184000e-02,9.2600721400e+02,3.8514767100e+33
9.4909654700e-01,6.6055013800e+10,2.7918457100e+05,8.1666534200e-03,7.3736539800e-01,1.7991184000e-02,9.5131717600e+02,3.8514767100e+33
9.4949937800e-01,6.6083049800e+10,2.7670178800e+05,8.0544635400e-03,7.3736539800e-01,1.7991184000e-02,9.7747029800e+02,3.8514767100e+33
9.4989885600e-01,6.6110852700e+10,2.7424208100e+05,7.9438169000e-03,7.3736539800e-01,1.7991184000e-02,1.0044957800e+03,3.8514767100e+33
9.5029501000e-01,6.6138424100e+10,2.7180535700e+05,7.8346471100e-03,7.3736539800e-01,1.7991184000e-02,1.0324213500e+03,3.8514767100e+33
9.5068786500e-01,6.6165765900e+10,2.6939149200e+05,7.7269247100e-03,7.3736539800e-01,1.7991184000e-02,1.0612780100e+03,3.8514767100e+33
9.5107744900e-01,6.6192880100e+10,2.6700033900e+05,7.6206365400e-03,7.3736539800e-01,1.7991184000e-02,1.0910991900e+03,3.8514767100e+33
9.5146378900e-01,6.6219768500e+10,2.6463173300e+05,7.5157696700e-03,7.3736539800e-01,1.7991184000e-02,1.1219198500e+03,3.8514767100e+33
9.5184691200e-01,6.6246433000e+10,2.6228549000e+05,7.4123155500e-03,7.3736539800e-01,1.7991184000e-02,1.1537769300e+03,3.8514767100e+33
9.5222684200e-01,6.6272875300e+10,2.5996141400e+05,7.3102685800e-03,7.3736539800e-01,1.7991184000e-02,1.1867093300e+03,3.8514767100e+33
9.5260360400e-01,6.6299097100e+10,2.5765929600e+05,7.2096153300e-03,7.3736539800e-01,1.7991184000e-02,1.2207571900e+03,3.8514767100e+33
9.5297722200e-01,6.6325100100e+10,2.5537891800e+05,7.1103423500e-03,7.3736539800e-01,1.7991184000e-02,1.2559624700e+03,3.8514767100e+33
9.5334772100e-01,6.6350886000e+10,2.5312005500e+05,7.0124362700e-03,7.3736539800e-01,1.7991184000e-02,1.2923690800e+03,3.8514767100e+33
9.5371512400e-01,6.6376456400e+10,2.5088247600e+05,6.9158837500e-03,7.3736539800e-01,1.7991184000e-02,1.3300386200e+03,3.8514767100e+33
9.5407945300e-01,6.6401812900e+10,2.4866594400e+05,6.8206626000e-03,7.3736539800e-01,1.7991184000e-02,1.3691021600e+03,3.8514767100e+33
9.5444073400e-01,6.6426957300e+10,2.4647022500e+05,6.7267258900e-03,7.3736539800e-01,1.7991184000e-02,1.4095053100e+03,3.8514767100e+33
9.5479899000e-01,6.6451891100e+10,2.4429509600e+05,6.6340610700e-03,7.3736539800e-01,1.7991184000e-02,1.4512949200e+03,3.8514767100e+33
9.5515424500e-01,6.6476616100e+10,2.4214036000e+05,6.5426579900e-03,7.3736539800e-01,1.7991184000e-02,1.4945195500e+03,3.8514767100e+33
9.5550652400e-01,6.6501133900e+10,2.4000583700e+05,6.4525051000e-03,7.3736539800e-01,1.7991184000e-02,1.5392290600e+03,3.8514767100e+33
9.5585584800e-01,6.6525446100e+10,2.3789136500e+05,6.3635896500e-03,7.3736539800e-01,1.7991184000e-02,1.5854747300e+03,3.8514767100e+33
9.5620224200e-01,6.6549554300e+10,2.3579679100e+05,6.2758866400e-03,7.3736539800e-01,1.7991184000e-02,1.6333080400e+03,3.8514767100e+33
9.5654572900e-01,6.6573460200e+10,2.3372194300e+05,6.1893626900e-03,7.3736539800e-01,1.7991184000e-02,1.6827817800e+03,3.8514767100e+33
9.5688633100e-01,6.6597165400e+10,2.3166664200e+05,6.1040075100e-03,7.3736539800e-01,1.7991184000e-02,1.7339536800e+03,3.8514767100e+33
9.5722407400e-01,6.6620671600e+10,2.2963071900e+05,6.0198106600e-03,7.3736539800e-01,1.7991184000e-02,1.7868835700e+03,3.8514767100e+33
9.5755898000e-01,6.6643980300e+10,2.2761401000e+05,5.9367610100e-03,7.3736539800e-01,1.7991184000e-02,1.8416334100e+03,3.8514767100e+33
9.5789107100e-01,6.6667093100e+10,2.2561636000e+05,5.8548468300e-03,7.3736539800e-01,1.7991184000e-02,1.8982673300e+03,3.8514767100e+33
9.5822036900e-01,6.6690011500e+10,2.2363761600e+05,5.7740480400e-03,7.3736539800e-01,1.7991184000e-02,1.9568459600e+03,3.8514767100e+33
9.5854689800e-01,6.6712737200e+10,2.2167761200e+05,5.6943291400e-03,7.3736539800e-01,1.7991184000e-02,2.0174089700e+03,3.8514767100e+33
9.5887068100e-01,6.6735271700e+10,2.1973617700e+05,5.6156810200e-03,7.3736539800e-01,1.7991184000e-02,2.0800674800e+03,3.8514767100e+33
9.5919174000e-01,6.6757616700e+10,2.1781314900e+05,5.5381011200e-03,7.3736539800e-01,1.7991184000e-02,2.1448993700e+03,3.8514767100e+33
9.5951009700e-01,6.6779773700e+10,2.1590837700e+05,5.4615836800e-03,7.3736539800e-01,1.7991184000e-02,2.2119843600e+03,3.8514767100e+33
9.5982577400e-01,6.6801744200e+10,2.1402171500e+05,5.3861177800e-03,7.3736539800e-01,1.7991184000e-02,2.2814036000e+03,3.8514767100e+33
9.6013879200e-01,6.6823529500e+10,2.1215302400e+05,5.3116913400e-03,7.3736539800e-01,1.7991184000e-02,2.3532402900e+03,3.8514767100e+33
9.6044917200e-01,6.6845131200e+10,2.1030216100e+05,5.2382701300e-03,7.3736539800e-01,1.7991184000e-02,2.4275754800e+03,3.8514767100e+33
9.6075693600e-01,6.6866550900e+10,2.0846896700e+05,5.1658344300e-03,7.3736539800e-01,1.7991184000e-02,2.5044960700e+03,3.8514767100e+33
9.6106210600e-01,6.6887790100e+10,2.0665328800e+05,5.0943763600e-03,7.3736539800e-01,1.7991184000e-02,2.5840940500e+03,3.8514767100e+33
9.6136470400e-01,6.6908850200e+10,2.0485497400e+05,5.0238873600e-03,7.3736539800e-01,1.7991184000e-02,2.6664637600e+03,3.8514767100e+33
9.6166475000e-01,6.6929732800e+10,2.0307388600e+05,4.9543583200e-03,7.3736539800e-01,1.7991184000e-02,2.7517019000e+03,3.8514767100e+33
9.6196226600e-01,6.6950439200e+10,2.0130988600e+05,4.8857796200e-03,7.3736539800e-01,1.7991184000e-02,2.8399074800e+03,3.8514767100e+33
9.6225727100e-01,6.6970970900e+10,1.9956284500e+05,4.8181404600e-03,7.3736539800e-01,1.7991184000e-02,2.9311815700e+03,3.8514767100e+33
9.6254978700e-01,6.6991329400e+10,1.9783262800e+05,4.7514058000e-03,7.3736539800e-01,1.7991184000e-02,3.0260502600e+03,3.8514767100e+33
9.6283983600e-01,6.7011516100e+10,1.9611908400e+05,4.6855595600e-03,7.3736539800e-01,1.7991184000e-02,3.1241995800e+03,3.8514767100e+33
9.6312743800e-01,6.7031532600e+10,1.9442206700e+05,4.6205952300e-03,7.3736539800e-01,1.7991184000e-02,3.2257148200e+03,3.8514767100e+33
9.6341261500e-01,6.7051380300e+10,1.9274143500e+05,4.5565056600e-03,7.3736539800e-01,1.7991184000e-02,3.3306916800e+03,3.8514767100e+33
9.6369538600e-01,6.7071060600e+10,1.9107705100e+05,4.4932831700e-03,7.3736539800e-01,1.7991184000e-02,3.4392270300e+03,3.8514767100e+33
9.6397577300e-01,6.7090574900e+10,1.8942878400e+05,4.4309195300e-03,7.3736539800e-01,1.7991184000e-02,3.5514188300e+03,3.8514767100e+33
9.6425379500e-01,6.7109924600e+10,1.8779650700e+05,4.3694060500e-03,7.3736539800e-01,1.7991184000e-02,3.6673659700e+03,3.8514767100e+33
9.6452947200e-01,6.7129111000e+10,1.8618009500e+05,4.3087220300e-03,7.3736539800e-01,1.7991184000e-02,3.7871633300e+03,3.8514767100e+33
9.6480282400e-01,6.7148135700e+10,1.8457941200e+05,4.2488377100e-03,7.3736539800e-01,1.7991184000e-02,3.9109030800e+03,3.8514767100e+33
9.6507387200e-01,6.7167000100e+10,1.8299431800e+05,4.1897480900e-03,7.3736539800e-01,1.7991184000e-02,4.0386892400e+03,3.8514767100e+33
9.6534263600e-01,6.7185705500e+10,1.8142467500e+05,4.1314542300e-03,7.3736539800e-01,1.7991184000e-02,4.1706299500e+03,3.8514767100e+33
9.6560913700e-01,6.7204253300e+10,1.7987035700e+05,4.0739504700e-03,7.3736539800e-01,1.7991184000e-02,4.3068312800e+03,3.8514767100e+33
9.6587339200e-01,6.7222644900e+10,1.7833123500e+05,4.0172293000e-03,7.3736539800e-01,1.7991184000e-02,4.4473992700e+03,3.8514767100e+33
9.6613542200e-01,6.7240881600e+10,1.7680718900e+05,3.9612828300e-03,7.3736539800e-01,1.7991184000e-02,4.5928508100e+03,3.8514767100e+33
9.6639524300e-01,6.7258964600e+10,1.7529809700e+05,3.9061028700e-03,7.3736539800e-01,1.7991184000e-02,4.7431092500e+03,3.8514767100e+33
9.6665287500e-01,6.7276895200e+10,1.7380384400e+05,3.8516707200e-03,7.3736539800e-01,1.7991184000e-02,4.8980596400e+03,3.8514767100e+33
9.6690833700e-01,6.7294674800e+10,1.7232430800e+05,3.7979566200e-03,7.3736539800e-01,1.7991184000e-02,5.0577702200e+03,3.8514767100e+33
9.6716164900e-01,6.7312304700e+10,1.7085936400e+05,3.7449548200e-03,7.3736539800e-01,1.7991184000e-02,5.2223209200e+03,3.8514767100e+33
9.6741282900e-01,6.7329786300e+10,1.6940888600e+05,3.6926595200e-03,7.3736539800e-01,1.7991184000e-02,5.3917887600e+03,3.8514767100e+33
9.6766189800e-01,6.7347121000e+10,1.6797274500e+05,3.6410646800e-03,7.3736539800e-01,1.7991184000e-02,5.5662472900e+03,3.8514767100e+33
9.6790887300e-01,6.7364309900e+10,1.6655081400e+05,3.5901640500e-03,7.3736539800e-01,1.7991184000e-02,5.7457661900e+03,3.8514767100e+33
9.6815377400e-01,6.7381354400e+10,1.6514296300e+05,3.5399511400e-03,7.3736539800e-01,1.7991184000e-02,5.9304107500e+03,3.8514767100e+33
9.6839661600e-01,6.7398255700e+10,1.6374906500e+05,3.4904192700e-03,7.3736539800e-01,1.7991184000e-02,6.1202414300e+03,3.8514767100e+33
9.6863742000e-01,6.7415015100e+10,1.6236899300e+05,3.4415615000e-03,7.3736539800e-01,1.7991184000e-02,6.3153132900e+03,3.8514767100e+33
9.6887620100e-01,6.7431633800e+10,1.6100262600e+05,3.3933543800e-03,7.3736539800e-01,1.7991184000e-02,6.5156588200e+03,3.8514767100e+33
9.6911298000e-01,6.7448113000e+10,1.5964984800e+05,3.3457803100e-03,7.3736539800e-01,1.7991184000e-02,6.7213060800e+03,3.8514767100e+33
9.6934777400e-01,6.7464454200e+10,1.5831054100e+05,3.2988331700e-03,7.3736539800e-01,1.7991184000e-02,6.9323934500e+03,3.8514767100e+33
9.6958060200e-01,6.7480658500e+10,1.5698458000e+05,3.2525068800e-03,7.3736539800e-01,1.7991184000e-02,7.1495493200e+03,3.8514767100e+33
9.6981148300e-01,6.7496727300e+10,1.5567183700e+05,3.2067953600e-03,7.3736539800e-01,1.7991184000e-02,7.3721110000e+03,3.8514767100e+33
9.7004043400e-01,6.7512661800e+10,1.5437218000e+05,3.1616925400e-03,7.3736539800e-01,1.7991184000e-02,7.6000635600e+03,3.8514767100e+33
9.7026747200e-01,6.7528463100e+10,1.5308547700e+05,3.1171969700e-03,7.3736539800e-01,1.7991184000e-02,7.8333870400e+03,3.8514767100e+33
9.7049261500e-01,6.7544132600e+10,1.5181160100e+05,3.0733065800e-03,7.3736539800e-01,1.7991184000e-02,8.0720487000e+03,3.8514767100e+33
9.7071587800e-01,6.7559671200e+10,1.5055042600e+05,3.0300144400e-03,7.3736539800e-01,1.7991184000e-02,8.3159973500e+03,3.8514767100e+33
9.7093727900e-01,6.7575080200e+10,1.4930182400e+05,2.9873111200e-03,7.3736539800e-01,1.7991184000e-02,8.5651647900e+03,3.8514767100e+33
9.7115683300e-01,6.7590360700e+10,1.4806568500e+05,2.9451753000e-03,7.3736539800e-01,1.7991184000e-02,8.8194457200e+03,3.8514767100e+33
9.7137455800e-01,6.7605513900e+10,1.4684190300e+05,2.9036003200e-03,7.3736539800e-01,1.7991184000e-02,9.0787389100e+03,3.8514767100e+33
9.7159047100e-01,6.7620540900e+10,1.4563036100e+05,2.8625811300e-03,7.3736539800e-01,1.7991184000e-02,9.3429336300e+03,3.8514767100e+33
9.7180458900e-01,6.7635443000e+10,1.4443093100e+05,2.8221128200e-03,7.3736539800e-01,1.7991184000e-02,9.6119074000e+03,3.8514767100e+33
9.7201692600e-01,6.7650221300e+10,1.4324347700e+05,2.7821905500e-03,7.3736539800e-01,1.7991184000e-02,9.8855255200e+03,3.8514767100e+33
9.7222750100e-01,6.7664876800e+10,1.4206785500e+05,2.7428087900e-03,7.3736539800e-01,1.7991184000e-02,1.0163639000e+04,3.8514767100e+33
9.7243632700e-01,6.7679410600e+10,1.4090393700e+05,2.7039527800e-03,7.3736539800e-01,1.7991184000e-02,1.0445430100e+04,3.8514767100e+33
9.7264342200e-01,6.7693824000e+10,1.3975161400e+05,2.6656140500e-03,7.3736539800e-01,1.7991184000e-02,1.0729832200e+04,3.8514767100e+33
9.7284880300e-01,6.7708118000e+10,1.3861076500e+05,2.6277868900e-03,7.3736539800e-01,1.7991184000e-02,1.1018128700e+04,3.8514767100e+33
9.7305248300e-01,6.7722293700e+10,1.3748125800e+05,2.5904658300e-03,7.3736539800e-01,1.7991184000e-02,1.1310172400e+04,3.8514767100e+33
9.7325448100e-01,6.7736352300e+10,1.3636294900e+05,2.5536457000e-03,7.3736539800e-01,1.7991184000e-02,1.1604659200e+04,3.8514767100e+33
9.7345481000e-01,6.7750294800e+10,1.3525568700e+05,2.5173215200e-03,7.3736539800e-01,1.7991184000e-02,1.1901959400e+04,3.8514767100e+33
9.7365348600e-01,6.7764122200e+10,1.3415932000e+05,2.4814862100e-03,7.3736539800e-01,1.7991184000e-02,1.2202382600e+04,3.8514767100e+33
9.7385052500e-01,6.7777835700e+10,1.3307372700e+05,2.4461287500e-03,7.3736539800e-01,1.7991184000e-02,1.2505720600e+04,3.8514767100e+33
9.7404594200e-01,6.7791436300e+10,1.3199879400e+05,2.4112433000e-03,7.3736539800e-01,1.7991184000e-02,1.2811763800e+04,3.8514767100e+33
9.7423975200e-01,6.7804925000e+10,1.3093439600e+05,2.3768245300e-03,7.3736539800e-01,1.7991184000e-02,1.3120297700e+04,3.8514767100e+33
9.7443197000e-01,6.7818302900e+10,1.2988039700e+05,2.3428705900e-03,7.3736539800e-01,1.7991184000e-02,1.3431112100e+04,3.8514767100e+33
9.7462261000e-01,6.7831571100e+10,1.2883665600e+05,2.3093821100e-03,7.3736539800e-01,1.7991184000e-02,1.3743997800e+04,3.8514767100e+33
9.7481168700e-01,6.7844730400e+10,1.2780302500e+05,2.2763538600e-03,7.3736539800e-01,1.7991184000e-02,1.4058722500e+04,3.8514767100e+33
